organism,gene,<pLDDT>,std
Human,Q6FIF0,71.1908173076923,20.750151153418145
Human,Q6GMR7,94.0713533834585,9.684882086298009
Human,Q6GMV1,78.6820855614973,17.683084954594204
Human,Q6GMV2,88.1866985645933,16.17397589578882
Human,Q6GMV3,90.82364285714286,15.5712339730632
Human,Q6GPH4,72.43292358803987,22.78992646463047
Human,Q6GPH6,78.48924324324331,20.851448977765653
Human,Q6GPI1,91.8221292775665,13.774266938269687
Human,Q6GQQ9,65.99226571767484,27.048377742854402
Human,Q6GTS8,89.30932270916334,17.3883869847584
Human,Q6GTX8,71.11937282229964,24.536717639053396
Human,Q6GV28,76.15506666666671,20.775467137307245
Human,Q6GYQ0,69.8243025540276,27.102538759768752
Human,Q6H3X3,69.65341317365278,27.310207700375898
Human,Q6H8Q1,65.14477905073649,25.188821633060705
Human,Q6H9L7,56.10474605954465,26.65686982089793
Human,Q6HA08,69.77849187935038,26.467635690119284
Human,Q6I9Y2,87.43583333333335,13.042131381496747
Human,Q6IA17,75.41721951219512,18.99568255376789
Human,Q6IA69,96.00206798866854,7.6256421993747265
Human,Q6IA86,89.43991525423719,14.120832818369587
Human,Q6IAA8,79.38596273291925,23.184732778512533
Human,Q6IAN0,92.8186153846154,10.46317590805202
Human,Q6IB77,95.48152027027024,4.198048861415545
Human,Q6IBS0,90.98361031518623,9.677818648079146
Human,Q6IBW4,62.62485950413226,22.47926707994136
Human,Q6IC83,51.665099601593624,14.040358429567137
Human,Q6IC98,66.68544982698954,21.37624637832193
Human,Q6ICB0,93.33857142857143,11.952365440608412
Human,Q6ICB4,75.80698841698839,21.730365748499782
Human,Q6ICC9,76.9265690376569,20.069672866831574
Human,Q6ICG6,72.11212871287127,24.26702687781063
Human,Q6ICG8,62.58883495145633,25.594876293777915
Human,Q6ICH7,80.6542547425474,23.54122643491132
Human,Q6ICI0,81.88485,17.263479399515617
Human,Q6ICL3,95.05485507246378,5.642896359744887
Human,Q6ICL7,81.15520000000005,21.10469048312653
Human,Q6IE36,77.13024441340777,15.40704861669274
Human,Q6IE37,65.29038818565398,17.79275241967575
Human,Q6IE38,80.98164948453608,13.51781174571546
Human,Q6IE81,61.516722090261275,29.843279543490016
Human,Q6IED9,68.05036144578314,17.460036097096914
Human,Q6IEE7,70.78894785847292,24.41091874007841
Human,Q6IEE8,82.42797619047626,19.666768826481462
Human,Q6IEG0,71.09640117994098,20.043849114964903
Human,Q6IEU7,88.32949206349207,12.604786432615262
Human,Q6IEV9,89.43490322580652,9.86441384343265
Human,Q6IEY1,89.86657051282053,9.09829982540566
Human,Q6IEZ7,89.29396825396827,12.650351063537258
Human,Q6IF00,88.04256172839504,12.779340336073766
Human,Q6IF36,89.89243421052632,14.314357233979718
Human,Q6IF42,86.28522012578627,11.756426228065532
Human,Q6IF63,87.06828125000001,11.446812677920366
Human,Q6IF82,91.37446601941754,8.672903799395577
Human,Q6IF99,87.03935897435898,11.261306066912304
Human,Q6IFG1,86.95482649842263,11.851804360951785
Human,Q6IFH4,84.70391025641028,13.089480978021909
Human,Q6IFN5,84.82115044247783,17.317498733746056
Human,Q6IMI4,94.04679867986802,7.254398687183213
Human,Q6IMI6,92.44930921052638,10.083469463964505
Human,Q6IMN6,51.93795918367344,26.86121960115569
Human,Q6IN84,79.42113314447599,22.46307320113382
Human,Q6IN85,77.2349819927971,26.137364868834627
Human,Q6IN97,62.30253124999994,22.960356000185918
Human,Q6IPM2,68.40306474820144,24.442147045422427
Human,Q6IPR1,91.33211111111109,12.619956021621245
Human,Q6IPR3,80.66459459459455,24.529039903363934
Human,Q6IPT2,64.35753036437247,23.52541726438987
Human,Q6IPT4,91.02682539682544,11.884440758576606
Human,Q6IPU0,85.11572916666667,16.542155350346057
Human,Q6IPW1,64.27349593495937,14.163893462686778
Human,Q6IPX1,59.17632058287797,26.695295662449695
Human,Q6IPX3,57.66325,9.478130666829825
Human,Q6IQ16,86.25882653061224,18.289734021077102
Human,Q6IQ19,63.3774814814815,19.387243122199884
Human,Q6IQ20,87.65422391857516,20.447218154314168
Human,Q6IQ21,54.27263386396527,26.785888135229094
Human,Q6IQ22,77.16118852459019,19.970095979325556
Human,Q6IQ23,57.187252453166835,24.581799859514646
Human,Q6IQ26,76.15717948717945,21.728388032996417
Human,Q6IQ32,56.43854995579131,23.84663828674955
Human,Q6IQ49,65.29523281596452,23.599587243682517
Human,Q6IQ55,49.474911575562786,26.70879012926325
Human,Q6IS14,88.5042207792208,13.153646365343084
Human,Q6IS24,89.85866220735782,15.314722337799319
Human,Q6ISB3,67.25289599999998,27.402120194123373
Human,Q6ISS4,84.64513157894736,17.313367667287814
Human,Q6ISU1,63.6164768683274,23.559500385323297
Human,Q6IV72,72.29535904255313,22.3422700440701
Human,Q6IWH7,77.99422293676318,20.917778060128835
Human,Q6J272,62.54627760252365,21.549361310594467
Human,Q6J4K2,80.35727739726023,19.739610366372517
Human,Q6J9G0,83.74594786729858,19.113195918651865
Human,Q6JBY9,55.46824519230768,11.533287527825538
Human,Q6JEL2,91.68167763157896,15.728381544244842
Human,Q6JHZ5,31.752644628099176,4.197553354391938
Human,Q6JQN1,87.2673937677055,17.82260203113841
Human,Q6JVE5,85.83552083333335,14.536119586925503
Human,Q6JVE6,72.31048128342248,19.796116814790643
Human,Q6JVE9,79.80594285714287,20.674387055267694
Human,Q6K0P9,71.2535569105691,26.436241894776174
Human,Q6KB66,75.27893805309736,25.25281660844745
Human,Q6KC79,82.1279401993355,18.590304458066306
Human,Q6KCM7,73.42886993603413,19.24430589509365
Human,Q6KF10,70.25320879120882,23.157724969167738
Human,Q6L8G4,41.45391025641026,5.547188081120984
Human,Q6L8G5,46.30876237623763,9.586854549405437
Human,Q6L8G8,43.14181818181818,4.4424131133847125
Human,Q6L8G9,45.59891472868218,5.45044657018434
Human,Q6L8H1,47.55871527777779,14.149348486259003
Human,Q6L8H2,35.806512605042,5.206176924981599
Human,Q6L8H4,38.414100719424454,4.857492219871751
Human,Q6L8Q7,89.70546798029558,17.974813938148113
Human,Q6L9T8,84.26597315436243,19.568034642182862
Human,Q6L9W6,71.1384068136273,27.716876882055523
Human,Q6MZM0,89.52907679033646,15.571650279201119
Human,Q6MZM9,55.08287671232878,12.386863436255892
Human,Q6MZN7,42.982803030303025,13.12330862489461
Human,Q6MZP7,53.011161548731636,24.448497019816454
Human,Q6MZQ0,68.3793478260869,23.678141867386056
Human,Q6MZT1,72.7044747081712,22.957717788295632
Human,Q6MZW2,81.49043942992871,18.93775185426816
Human,Q6MZZ7,82.62801195814653,16.466903893883032
Human,Q6N021,46.83595904095899,26.634821467202123
Human,Q6N022,89.90414901387877,10.328967939494571
Human,Q6N043,54.842298263534126,23.069671531358377
Human,Q6N063,93.60622857142853,11.459026812544433
Human,Q6N069,89.11033564814817,15.821984463530235
Human,Q6N075,88.25988888888887,12.529953364677286
Human,Q6NS38,83.37034482758622,24.5767885750499
Human,Q6NSI1,70.65987538940806,24.323369312011895
Human,Q6NSI3,52.28060301507541,10.174538999752192
Human,Q6NSI4,75.32617543859648,25.90251621803105
Human,Q6NSI8,67.04008356545955,25.63655512675972
Human,Q6NSJ0,90.22261904761905,17.00887790109374
Human,Q6NSJ2,69.46870312499996,25.368080011588685
Human,Q6NSJ5,84.10952261306532,17.096362605682124
Human,Q6NSW5,90.33523809523807,11.786665387874537
Human,Q6NSW7,56.99347540983606,20.949513560303252
Human,Q6NSX1,79.90283261802583,24.5237843674584
Human,Q6NSZ9,61.553125000000016,24.841519461003866
Human,Q6NT04,71.04599271402556,22.298720253083264
Human,Q6NT16,84.5148684210527,13.993467272212289
Human,Q6NT32,90.3420869565218,17.202033524666287
Human,Q6NT46,65.59482758620689,6.414836854264121
Human,Q6NT52,78.79214723926383,19.439605885522873
Human,Q6NT55,93.24604519774016,5.881814690911371
Human,Q6NT76,67.91861904761905,24.44718464651072
Human,Q6NT89,69.11660792951542,20.395482860010368
Human,Q6NTE8,55.97148688046646,20.285900138678016
Human,Q6NTF7,89.5995,17.239507091271488
Human,Q6NTF9,67.48670329670333,21.41697616967966
Human,Q6NUI1,46.53511312217192,11.72820383770237
Human,Q6NUI2,77.82650314465405,17.48213571853956
Human,Q6NUI6,83.6399475065616,18.867733813638996
Human,Q6NUJ1,71.23523992322461,20.162753597164752
Human,Q6NUJ2,57.80649746192897,14.643234796167096
Human,Q6NUJ5,60.099762711864386,20.726836716746657
Human,Q6NUK1,82.31035639412988,15.161335550673334
Human,Q6NUK4,64.23466666666668,17.88735797923003
Human,Q6NUM6,75.64889221556874,24.695860303663913
Human,Q6NUM9,95.19309836065575,3.930446819820863
Human,Q6NUN0,91.00354058721939,13.679587382410915
Human,Q6NUN7,51.063650385604134,17.70025349595916
Human,Q6NUN9,51.63434782608701,25.558733439070327
Human,Q6NUP7,78.82727376861396,26.65744970679056
Human,Q6NUQ1,85.09303030303028,17.032536797454966
Human,Q6NUQ4,78.71791001451383,21.861609656291005
Human,Q6NUR6,66.32499999999999,12.85640126829544
Human,Q6NUS6,70.96980230642498,23.297053224024406
Human,Q6NUS8,91.30334608030589,10.344090695750449
Human,Q6NUT2,81.46278364116094,21.802952476911123
Human,Q6NUT3,84.67585416666662,17.032387007905438
Human,Q6NV74,49.320519750519765,11.698927334134545
Human,Q6NV75,64.24157635467974,25.33065256600919
Human,Q6NVH7,82.69209606986895,16.328237950203203
Human,Q6NVU6,92.13359154929582,8.95418379995122
Human,Q6NVV0,58.215454545454556,4.4721414373667425
Human,Q6NVV1,95.43735294117644,4.570660682167399
Human,Q6NVV3,80.55987804878049,17.558340683165465
Human,Q6NVV7,86.95292682926836,15.896104279699124
Human,Q6NVV9,76.21796116504855,24.457062170626898
Human,Q6NVY1,93.75999999999998,13.50741185903257
Human,Q6NW29,80.08398936170217,20.481839271316847
Human,Q6NW34,64.07174603174609,25.487508576242526
Human,Q6NW40,79.48750572082373,21.793380473238663
Human,Q6NWY9,69.20203214695749,24.755760454159343
Human,Q6NX45,72.20219461697728,28.742485066042008
Human,Q6NX49,62.34172027972027,26.928711123536964
Human,Q6NXE6,90.93752495009976,16.422092741239542
Human,Q6NXG1,77.438443465492,23.992404639730957
Human,Q6NXN4,67.30128099173554,18.122742014141412
Human,Q6NXP0,64.5545454545455,19.267107346269942
Human,Q6NXP2,63.074012944983735,25.584160706224147
Human,Q6NXP6,86.57643454038997,17.15159568790199
Human,Q6NXR0,69.32835853131748,19.903833115346156
Human,Q6NXR4,84.31281496062982,17.239382860378306
Human,Q6NXS1,67.58829268292685,18.328325819042252
Human,Q6NXT1,69.45260000000003,22.828181762315925
Human,Q6NXT2,85.69511111111105,16.77715169692783
Human,Q6NXT4,71.554989154013,24.264663653620044
Human,Q6NXT6,71.02313932980601,27.677172086303777
Human,Q6NY19,63.48021428571429,26.16487869903153
Human,Q6NYC1,87.32245657568248,22.159617792611307
Human,Q6NYC8,54.176835236541564,17.353749770397485
Human,Q6NZ36,65.71683333333331,17.32562400591807
Human,Q6NZ63,84.21942857142855,20.619982157200457
Human,Q6NZ67,64.46398734177215,18.910342222230277
Human,Q6NZI2,67.06651282051281,22.18341137307947
Human,Q6NZY4,59.755813295615276,24.21875993866234
Human,Q6NZY7,63.06297297297296,13.163070190388996
Human,Q6P047,85.26503401360543,17.125727647251157
Human,Q6P050,60.53935222672064,20.504802152697803
Human,Q6P087,83.71259259259263,22.95206464843723
Human,Q6P093,95.53885286783041,6.133521741903424
Human,Q6P0A1,77.63650273224043,20.29472511640744
Human,Q6P0N0,48.43983215547697,20.57465006567998
Human,Q6P0Q8,49.50587319243608,24.640765144064034
Human,Q6P158,76.41315295815299,25.068981669281197
Human,Q6P161,72.40971014492753,21.143260307665965
Human,Q6P179,93.34951041666659,14.91399343143238
Human,Q6P1A2,92.07096509240246,12.447643439623963
Human,Q6P1J6,81.85820987654316,19.495200415765837
Human,Q6P1J9,73.32429378531066,18.740299527608943
Human,Q6P1K1,87.6295205479452,7.899371600825851
Human,Q6P1K2,87.29009756097558,18.97378106217524
Human,Q6P1K8,83.97739240506331,13.708080718974376
Human,Q6P1L5,53.31073005093378,12.838993329762836
Human,Q6P1L6,66.42732888146912,29.439246604004143
Human,Q6P1L8,86.32213793103443,17.108166881636983
Human,Q6P1M0,90.62939346811815,9.377337300218672
Human,Q6P1M3,85.0564117647059,22.173984440061666
Human,Q6P1M9,54.48345878136197,25.393111991308583
Human,Q6P1N0,73.68883280757095,23.29480801705472
Human,Q6P1N9,97.94441077441078,3.477473502301709
Human,Q6P1Q0,80.90002777777785,17.67055369972271
Human,Q6P1Q9,81.76148148148147,23.583458442114186
Human,Q6P1R3,64.65542039355987,23.823329814027264
Human,Q6P1R4,87.31346723044395,18.05412506750031
Human,Q6P1S2,68.38265306122452,18.700525523792855
Human,Q6P1W5,44.664297658862836,11.339004372469871
Human,Q6P1X5,73.45021684737273,21.751417768323208
Human,Q6P1X6,86.9146759259259,18.02470988841825
Human,Q6P280,59.552113676731814,26.265523498724203
Human,Q6P2C0,76.91785714285717,19.13120779221535
Human,Q6P2C8,83.22971061093249,16.641365100019232
Human,Q6P2D0,65.11547911547915,28.238418429237484
Human,Q6P2D8,55.179709595959544,25.101255754363535
Human,Q6P2E9,62.56265524625274,29.261683461525017
Human,Q6P2H3,67.21032808398952,25.473456629882666
Human,Q6P2H8,89.5585559566787,15.35279008055862
Human,Q6P2I3,92.8117515923567,14.209448450797563
Human,Q6P2I7,69.28591911764705,18.433414928328624
Human,Q6P2M8,81.67658892128279,21.08366596634194
Human,Q6P2P2,86.38107692307682,19.094455483233435
Human,Q6P2Q9,84.74504496788026,12.117334615688224
Human,Q6P2S7,69.66840667678298,23.033388552379172
Human,Q6P387,49.48556962025314,10.821566950206945
Human,Q6P3R8,59.29990112994337,27.83688166663838
Human,Q6P3S1,66.4462967741935,28.53401045434552
Human,Q6P3S6,63.26065550906558,27.390870405642023
Human,Q6P3V2,75.65019505851768,18.835562554300967
Human,Q6P3W2,75.1848322147651,11.738838857550007
Human,Q6P3W6,49.25373365041619,20.05389685137257
Human,Q6P3W7,71.15249730893439,24.440905278120123
Human,Q6P3X3,90.58932384341631,7.000586597569669
Human,Q6P3X8,82.48390202702704,20.187158477000583
Human,Q6P435,60.19396226415093,12.60508078748222
Human,Q6P444,62.205350649350635,18.423453726560265
Human,Q6P461,84.5676041666666,21.54131771855309
Human,Q6P474,82.4767803837953,18.42706344029868
Human,Q6P499,75.12810344827584,21.91071585008555
Human,Q6P4A7,85.4275964391691,16.744358113832263
Human,Q6P4A8,91.7803435804702,16.20255473095585
Human,Q6P4D5,62.17651282051283,19.75845291731448
Human,Q6P4E1,65.84110091743125,25.444184339017216
Human,Q6P4F1,87.6458455114823,19.67887126287293
Human,Q6P4F2,75.65408602150536,20.362778436893617
Human,Q6P4F7,51.00526881720424,24.517284299536847
Human,Q6P4H8,80.97540772532189,21.536498253490546
Human,Q6P4I2,87.23198412698407,14.44927110553434
Human,Q6P4Q7,76.29055483870968,20.935523034412398
Human,Q6P4R8,54.441277906081694,25.10517370867574
Human,Q6P531,72.90239350912786,24.694715860510676
Human,Q6P575,66.16776556776557,26.123739834093442
Human,Q6P582,64.29879746835445,17.767353483840537
Human,Q6P587,95.4319196428572,8.527110252682316
Human,Q6P589,90.58271739130433,13.592318171230337
Human,Q6P597,74.79535714285711,26.720630336628187
Human,Q6P5Q4,67.32707495429617,26.297723249682054
Human,Q6P5R6,88.34352459016392,14.781731909116804
Human,Q6P5S2,87.76039393939394,18.568679123466655
Human,Q6P5S7,66.60445255474451,13.188679447777025
Human,Q6P5W5,74.7331066460587,21.024636253853828
Human,Q6P5X5,77.49633802816899,21.590149275650962
Human,Q6P5X7,55.73159322033903,17.030142007149642
Human,Q6P5Z2,74.75125984251972,22.28790943705161
Human,Q6P656,87.51342192691025,13.646517034058474
Human,Q6P6B1,49.15002673796799,8.510984896181428
Human,Q6P6B7,93.93614958448751,11.861681870993229
Human,Q6P6C2,72.50126903553301,25.200997077883606
Human,Q6P7N7,83.63015686274507,15.454780540144254
Human,Q6P988,84.06870967741949,20.823477656773964
Human,Q6P995,57.9317312348669,23.895104299260957
Human,Q6P996,75.26251269035531,25.21969518872652
Human,Q6P9A1,66.32921535893152,26.735278942230916
Human,Q6P9A2,88.25711696869843,17.518408329614946
Human,Q6P9A3,63.48834374999999,26.44782460466902
Human,Q6P9B6,86.13850877192976,15.519075895036018
Human,Q6P9B9,76.86442590775262,19.245143774980797
Human,Q6P9F0,64.07564327485385,28.371369412912998
Human,Q6P9F5,77.38968992248063,18.380816927209843
Human,Q6P9F7,80.30237858032373,17.31005548425206
Human,Q6P9G0,86.98859649122805,10.727893702555082
Human,Q6P9G4,63.002404371584724,18.654083591968696
Human,Q6P9G9,60.874189189189224,22.422260063390308
Human,Q6P9H4,65.05697297297293,25.83839487227963
Human,Q6P9H5,85.95815068493158,19.985575140668868
Human,Q6PB30,63.15833333333336,9.163825818536635
Human,Q6PCB0,77.67546067415728,19.170565712351827
Human,Q6PCB5,62.44107565011813,26.97181398334559
Human,Q6PCB6,84.63534954407294,22.842307730310612
Human,Q6PCB7,90.79987616099085,8.859163661972696
Human,Q6PCB8,77.92165137614671,23.84140543623839
Human,Q6PCD5,70.07934108527134,27.674408904657064
Human,Q6PCE3,94.35012861736341,10.357625395908972
Human,Q6PCT2,66.82603746397699,25.66344080501457
Human,Q6PD62,75.51389599317972,24.046156101748572
Human,Q6PD74,79.75942857142861,21.83311818848145
Human,Q6PDA7,57.99170731707319,11.28603603043116
Human,Q6PDB4,68.32433275563255,25.0919619714624
Human,Q6PEV8,56.53144329896912,18.703586677905363
Human,Q6PEW0,66.47577215189868,27.020533562904244
Human,Q6PEW1,70.45039800995026,21.528180267099504
Human,Q6PEX3,42.69990476190476,5.4352912911362115
Human,Q6PEX7,60.72436893203888,18.79504666050833
Human,Q6PEY0,83.44905829596412,15.26922813415089
Human,Q6PEY1,68.98069182389938,19.676435068519307
Human,Q6PEY2,90.4817333333333,9.939428672156609
Human,Q6PEZ8,87.19021484375001,23.01302818328739
Human,Q6PF04,65.80320907617507,25.864905782316047
Human,Q6PF05,83.70584487534622,23.399912503524714
Human,Q6PF06,79.9795569620253,23.097677313359277
Human,Q6PF15,88.86132075471697,13.419467546564897
Human,Q6PF18,91.8312916666667,10.373332295599644
Human,Q6PFW1,63.20389392882078,28.51804747159906
Human,Q6PG37,63.4316823899371,24.39389270729145
Human,Q6PGN9,57.28319559228657,13.835050996262416
Human,Q6PGP7,86.4820716112532,8.095740137150733
Human,Q6PGQ1,56.61786026200873,8.843072647528624
Human,Q6PGQ7,50.09237924865831,16.09618030087738
Human,Q6PH81,71.0946103896104,18.7154907410779
Human,Q6PH85,93.35324324324326,9.94130490173835
Human,Q6PHR2,89.6105720338983,12.001287885122611
Human,Q6PHW0,87.64560553633207,18.177936731182555
Human,Q6PI25,86.78031250000002,12.430478793165763
Human,Q6PI26,73.06887348353555,25.830778524496065
Human,Q6PI47,59.22152582159622,26.001411035574254
Human,Q6PI48,89.03147286821712,16.95246839408246
Human,Q6PI73,85.6132848232849,16.67057739073537
Human,Q6PI77,59.38171846435105,27.990573562923508
Human,Q6PI78,72.134,23.092142653580964
Human,Q6PI97,73.0113609467456,17.739951833283886
Human,Q6PI98,70.25182291666665,21.359540396455355
Human,Q6PID6,79.45564885496182,19.42527585740391
Human,Q6PID8,85.51135746606337,24.321161920471866
Human,Q6PIF2,72.68587155963301,24.516396019432957
Human,Q6PIF6,78.46679111531186,17.780613313047592
Human,Q6PII3,71.32049250535329,19.021948834039183
Human,Q6PII5,75.8832068965516,29.437338412622545
Human,Q6PIJ6,66.97666666666666,27.529883542775618
Human,Q6PIL6,69.84675999999995,23.93771720741976
Human,Q6PIS1,76.20237704918028,23.109312474371922
Human,Q6PIU1,78.66105999999999,18.297225775411967
Human,Q6PIU2,95.95801470588243,4.084417570711961
Human,Q6PIV2,66.52311643835618,21.045180089840983
Human,Q6PIV7,84.06746710526315,8.192173525462358
Human,Q6PIW4,67.61264094955487,26.855210897934995
Human,Q6PIY5,87.86311363636354,17.549333284041293
Human,Q6PIY7,76.39396694214881,28.577046552001676
Human,Q6PIZ9,64.1236559139785,16.97352532337081
Human,Q6PJ21,76.7648732394366,26.68012603541486
Human,Q6PJ61,43.595207296849104,19.726953682055004
Human,Q6PJ69,84.28255319148937,17.13640376236348
Human,Q6PJE2,74.53299465240637,20.16824428806516
Human,Q6PJF5,67.7126752336449,25.514525988500967
Human,Q6PJG2,47.928755980861176,19.806014343982564
Human,Q6PJG6,84.70303288672358,15.485421588971992
Human,Q6PJG9,77.12151181102355,24.37803477408938
Human,Q6PJI9,71.86049281314163,25.496322313277165
Human,Q6PJP8,57.879778846153876,30.147998846860826
Human,Q6PJQ5,66.81758842443732,22.990400016052998
Human,Q6PJT7,56.501807065217356,20.468638374956278
Human,Q6PJW8,52.249779310344806,19.4437424652443
Human,Q6PK04,74.07446366782004,17.347316590136867
Human,Q6PK18,85.78241379310344,20.811330817894547
Human,Q6PK57,83.55941176470586,15.795336729524866
Human,Q6PK81,70.06895927601808,26.95851704004398
Human,Q6PKC3,70.18804060913706,25.278525460561973
Human,Q6PKG0,53.014726277372226,22.282827078028262
Human,Q6PKH6,85.98013043478251,22.37665966602419
Human,Q6PKX4,74.81622356495473,21.818117944332368
Human,Q6PL18,62.41523741007183,25.502322778560973
Human,Q6PL24,68.7801538461539,25.017802307237616
Human,Q6PL45,71.1213076923077,21.86566950507863
Human,Q6PML9,74.98339788732392,23.997924512006016
Human,Q6PP77,80.60342984409805,18.050173460538986
Human,Q6PRD1,42.65316011829329,22.75691498098456
Human,Q6PRD7,34.71587044534414,10.549227764559818
Human,Q6PUV4,70.18701492537315,16.33674733468658
Human,Q6PXP3,87.64982421874998,14.779759576297696
Human,Q6Q0C0,79.93058208955223,26.025900494062512
Human,Q6Q0C1,83.22883116883116,10.565183998376364
Human,Q6Q4G3,88.0109595959595,16.208601687842638
Human,Q6Q6R5,74.56096774193544,20.04861973905824
Human,Q6Q759,63.803261358524445,25.288099116578383
Human,Q6Q788,70.0287431693989,19.98718513094398
Human,Q6Q795,44.48305785123966,6.361161966074808
Human,Q6Q8B3,83.09236162361623,18.009441423891904
Human,Q6QAJ8,91.97999999999999,8.773701114694985
Human,Q6QEF8,91.57436440677964,13.879811031027701
Human,Q6QHC5,96.42928792569661,7.333577203610071
Human,Q6QHF9,92.5995107632094,12.50667267519555
Human,Q6QHK4,71.53575342465751,20.690416764616863
Human,Q6QN14,79.17831658291462,25.390190731009913
Human,Q6QNK2,72.63647597254001,19.925620575424603
Human,Q6QNY0,71.4259900990099,20.824713879862067
Human,Q6QNY1,86.17781690140845,19.276842712238704
Human,Q6R2W3,73.80634716981129,23.527845067595035
Human,Q6R327,66.3378395784544,28.427596317547998
Human,Q6R6M4,67.57583018867923,29.765076543984854
Human,Q6RFH5,83.52093506493507,18.097646690910675
Human,Q6RFH8,62.57751336898398,25.353213520090026
Human,Q6RI45,65.23955604883467,26.90340354758886
Human,Q6RSH7,76.41942446043166,19.95015918400942
Human,Q6RUI8,38.16897435897437,7.9125068568707295
Human,Q6RVD6,56.389523809523794,6.199789763094872
Human,Q6RW13,80.42452830188682,21.44822837087481
Human,Q6S545,63.02915596330271,28.69781343240916
Human,Q6S5H5,65.0741535433071,28.632506880602737
Human,Q6S5L8,58.23380952380954,24.018451434200585
Human,Q6S8J3,70.24533953488381,28.60531264612206
Human,Q6S8J7,69.12497991967875,27.40468618684762
Human,Q6S9Z5,66.52233516483518,20.966792210325384
Human,Q6SA08,86.50643292682926,18.304670312895393
Human,Q6SJ93,69.56378746594012,24.770501031467344
Human,Q6SJ96,66.99589333333331,28.897542939414222
Human,Q6SPF0,62.37472118959114,20.09101643220527
Human,Q6STE5,79.49645962732922,21.887481832424807
Human,Q6SZW1,85.85620165745858,19.87561290811296
Human,Q6T310,79.38194214876033,20.243850304566028
Human,Q6T311,89.04395721925131,16.097170321575348
Human,Q6T423,86.90791590493599,12.110520546416518
Human,Q6T4P5,58.87020891364905,23.95448471536466
Human,Q6T4R5,43.32745608721988,16.16393528276136
Human,Q6TCH4,91.10203488372083,13.650877940032533
Human,Q6TCH7,89.67729903536981,16.986347225395555
Human,Q6TDP4,88.0058255451714,18.57959522965757
Human,Q6TDU7,85.05660614525146,18.442392863812508
Human,Q6TFL3,70.69036199095049,18.337099830281357
Human,Q6TFL4,88.45104999999991,14.933197014175052
Human,Q6TGC4,85.59051873198847,14.293994295849023
Human,Q6U736,83.61248587570626,19.706375851171966
Human,Q6U7Q0,74.59034825870648,21.20157163230384
Human,Q6U841,71.32304114490161,22.162934081525936
Human,Q6U949,58.00190476190475,10.306024010048278
Human,Q6UB28,89.27731343283583,20.504159198176062
Human,Q6UB35,87.16668711656446,19.125154087788523
Human,Q6UB98,41.352541222114525,22.12223675209209
Human,Q6UB99,39.876654149455455,19.48587182895499
Human,Q6UDR6,90.11050505050505,9.449770172368243
Human,Q6UE05,66.06649056603767,17.913241759251246
Human,Q6ULP2,46.162318376068406,15.380677954737711
Human,Q6UN15,54.772962962962964,16.238810526486432
Human,Q6UQ28,76.03855072463764,21.578845626583675
Human,Q6URK8,52.88335793357933,17.793705222658105
Human,Q6UUV7,49.39474959612278,15.338370979054273
Human,Q6UUV9,51.18749211356466,15.532452518837385
Human,Q6UVJ0,73.29316590563168,25.79466363154225
Human,Q6UVK1,75.44948320413435,16.59310020749761
Human,Q6UVM3,75.89664317180622,22.50623875739419
Human,Q6UVW9,88.82954022988503,14.047863126087934
Human,Q6UVY6,89.18003262642746,15.125816214307811
Human,Q6UW01,75.57029268292682,23.48659995561964
Human,Q6UW02,89.14575757575756,11.64195778793394
Human,Q6UW10,69.1701282051282,9.448568402427869
Human,Q6UW15,89.35977142857145,15.061695368594021
Human,Q6UW32,82.10318181818184,14.280722093521629
Human,Q6UW49,57.60379999999999,18.430839330240577
Human,Q6UW56,87.05043668122275,14.035250623744423
Human,Q6UW60,84.50268874172173,21.525988520327946
Human,Q6UW63,92.5155378486056,14.466245186997227
Human,Q6UW68,92.91291005291002,9.599149129915867
Human,Q6UW78,74.04032258064515,14.90214449831399
Human,Q6UW88,66.80162337662338,20.85108326535277
Human,Q6UWB1,78.98902515723273,18.948192915762494
Human,Q6UWB4,75.91741477272733,21.797155344234504
Human,Q6UWD8,58.93593749999998,18.28048344584877
Human,Q6UWE0,79.05385892116173,17.128350384867513
Human,Q6UWE3,82.70480000000002,13.291139565891257
Human,Q6UWF3,66.58344827586205,17.039597711752442
Human,Q6UWF5,43.01166666666668,9.054549880475102
Human,Q6UWF7,90.59803308823531,15.769799028161742
Human,Q6UWF9,86.6094219653179,14.178736408434437
Human,Q6UWH4,71.65221579961465,26.0560583952742
Human,Q6UWH6,82.32500000000002,16.26500759110722
Human,Q6UWI2,52.166096774193534,14.532100926757751
Human,Q6UWI4,63.37037288135588,21.650119572142742
Human,Q6UWJ1,77.18407680945339,18.46610360886567
Human,Q6UWJ8,65.59247126436777,15.045854707953698
Human,Q6UWK7,70.03370370370371,14.720743443085569
Human,Q6UWL2,78.10479250334672,15.687198860519212
Human,Q6UWL6,74.71985875706224,24.477267580933905
Human,Q6UWM5,84.84995867768595,22.49823801177897
Human,Q6UWM7,92.02003527336869,14.367193510963505
Human,Q6UWM9,92.04916508538896,9.301878004321596
Human,Q6UWN0,84.30126016260162,18.337300994464364
Human,Q6UWN5,83.19820717131475,17.332643854902944
Human,Q6UWN8,87.184,12.154204169751305
Human,Q6UWP2,97.7486538461539,3.032065067323788
Human,Q6UWP7,89.36504830917876,18.876567609282446
Human,Q6UWP8,50.81000000000005,12.084375049582956
Human,Q6UWQ5,91.86912162162167,13.517095728415708
